%C4%AF+%C5%A1al%C4%AF+laikinai+dirbti+atsi%C5%B3stas+u%C5%BEsienietis%2C+kurio+nuolatin%C4%97+darbo+vieta+yra+u%C5%BEsienyje-lt = admittedTerm-admn-sts
%C4%AFgaliojimai+atlikti+patikrinimus-lt = admittedTerm-admn-sts
%C5%A1%C4%97riuotasis+vainik%C5%ABnas-lt = deprecatedTerm-admn-sts
pagalbos+schema%2C+kuriai+taikomas+bendrosios+i%C5%A1imties+reglamentas-lt = preferredTerm-admn-sts
pagr%C4%AFsta+nuomon%C4%97-lt = preferredTerm-admn-sts
pirolizidino+turintis+alkaloidas-lt = admittedTerm-admn-sts
pramon%C4%97s+produktas-lt = admittedTerm-admn-sts
prekiaujamasis+vertybinis+popierius-lt = preferredTerm-admn-sts
riebal%C5%B3+r%C5%ABg%C5%A1%C4%8Di%C5%B3+metilesteris-lt = preferredTerm-admn-sts
s%C4%85lyginio+deponavimo+s%C4%85skaita-lt = preferredTerm-admn-sts
savitasis+tempiamasis+%C4%AFtempis-lt = deprecatedTerm-admn-sts
sensibilizacija-lt = admittedTerm-admn-sts
sklyp%C5%B3+perskirtymo+pagalba-lt = preferredTerm-admn-sts
t%C4%97v%C5%B3+teis%C4%97s+ir+pareigos+vaikams-lt = admittedTerm-admn-sts
t%C5%ABrinis+aktyvumas-lt = preferredTerm-admn-sts
techninio+treniruoklio+galiojimo+duomenys-lt = preferredTerm-admn-sts
tirpalas+etanolyje-lt = admittedTerm-admn-sts
tolimiausias+i%C5%A1orinis+kra%C5%A1tas-lt = deprecatedTerm-admn-sts
u%C5%BE+energetik%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
u%C5%BEsienie%C4%8Dio+teis%C4%97+rinkti-lt = admittedTerm-admn-sts
vaikus+globojanti+%C5%A1eima-lt = preferredTerm-admn-sts
valstyb%C4%97s+nar%C4%97s+valstybin%C4%97+kalba-lt = supersededTerm-admn-sts
vilkties+jungtis-lt = deprecatedTerm-admn-sts
vir%C5%A1utin%C4%97+k%C4%97bulo+dalis-lt = deprecatedTerm-admn-sts
visi%C5%A1kai+i%C5%A1luk%C5%A1tenti+ry%C5%BEiai-lt = preferredTerm-admn-sts
vyriausyb%C4%97s+institucija-lt = preferredTerm-admn-sts
%C4%AF%C5%BEem%C4%97jimo+indikatorius-lt = preferredTerm-admn-sts
%C4%AFstojantis+%C4%AF+byl%C4%85+asmuo-lt = supersededTerm-admn-sts
%C5%A0engeno+teisynas-lt = admittedTerm-admn-sts
%C5%A1arvuotis-lt = supersededTerm-admn-sts
%C5%A1iaudiniai+buteli%C5%B3+%C4%AFd%C4%97klai-lt = preferredTerm-admn-sts
2-asis+direktoratas+%28%C5%BEem%C4%97s+%C5%ABkio+strukt%C5%ABr%C5%B3%2C+kaimo+pl%C4%97tra%2C+%C5%BEem%C4%97s+%C5%ABkio+pinig%C5%B3+ir+finansiniai+klausimai%2C+augal%C5%B3+sveikata%2C+ekologi%C5%A1ki+produktai%2C+maisto+kokyb%C4%97%2C+geneti%C5%A1kai+modifikuoti+organizmai%2C+Codex+Alimentarius+ir+augal%C5%B3+apsauga%29-lt = supersededTerm-admn-sts
2A+direktoratas+%28protokolas+ir+konferencijos%29-lt = supersededTerm-admn-sts
Bendrijos+%C5%BEvejybos+laivyno+registras-lt = supersededTerm-admn-sts
Darbuotoj%C5%B3+migrant%C5%B3+socialin%C4%97s+apsaugos+administracin%C4%97+komisija-lt = preferredTerm-admn-sts
Direktyva%2C+nustatanti+b%C5%ABtiniausius+reikalavimus+d%C4%97l+pab%C4%97g%C4%97lio+statuso+suteikimo+ir+panaikinimo+tvarkos+valstyb%C4%97se+nar%C4%97se-lt = supersededTerm-admn-sts
EEB+sudedamosios+dalies+tipo+patvirtinimo+liudijimas-lt = admittedTerm-admn-sts
Europass+mobilumo+dokumentas-lt = preferredTerm-admn-sts
Europos+Bendrij%C5%B3+Teisingumo+Teismas-lt = supersededTerm-admn-sts
Europos+gamybin%C4%97s+praktikos+aljansas-lt = deprecatedTerm-admn-sts
aplinkos+at%C5%BEvilgiu+tvarus+augimas-lt = preferredTerm-admn-sts
chemin%C4%97s+med%C5%BEiagos+pirminis+%C4%AFvertinimas-lt = preferredTerm-admn-sts
datos+keitimosi+linija-lt = preferredTerm-admn-sts
derybiniai+nurodymai-lt = preferredTerm-admn-sts
derybos+d%C4%97l+naryst%C4%97s-lt = admittedTerm-admn-sts
did%C5%BEiausioji+leid%C5%BEiamoji+apkrova-lt = preferredTerm-admn-sts
drobeko+sistema-lt = deprecatedTerm-admn-sts
ekstensyvusis+ganymas-lt = preferredTerm-admn-sts
fotocheminis+procesas-lt = admittedTerm-admn-sts
genotoksinis+aktyvumas-lt = preferredTerm-admn-sts
gr%C5%ABdinis+sorgas-lt = deprecatedTerm-admn-sts
gretimos+teritorijos-lt = admittedTerm-admn-sts
i%C5%A1emija-lt = admittedTerm-admn-sts
i%C5%A1spaudos-lt = admittedTerm-admn-sts
intrakutaninis+tuberkulino+testas-lt = admittedTerm-admn-sts
kylan%C4%8Dios+ekonomikos+%C5%A1alis-lt = deprecatedTerm-admn-sts
labai+ma%C5%BEa+%C4%AFmon%C4%97-lt = preferredTerm-admn-sts
medicinos+prietaisas-lt = deprecatedTerm-admn-sts
motinyst%C4%97s+pa%C5%A1alpa-lt = supersededTerm-admn-sts
narcizuol%C4%97s-lt = preferredTerm-admn-sts
nedarbo+draudimo+i%C5%A1moka-lt = admittedTerm-admn-sts
nelaktuojanti+par%C5%A1inga+kiaul%C4%97-lt = admittedTerm-admn-sts
neprigirdintysis-lt = preferredTerm-admn-sts
nuostoli%C5%B3+nacionalizavimas-lt = preferredTerm-admn-sts
operatyvinis+bendradarbiavimas-lt = preferredTerm-admn-sts
pagalba+sklypams+perskirstyti-lt = admittedTerm-admn-sts
pagalbin%C4%97+gyv%C5%ABn%C5%B3+grup%C4%97-lt = preferredTerm-admn-sts
pagrindini%C5%B3+interes%C5%B3+vieta-lt = preferredTerm-admn-sts
pakartotinis+dozi%C5%B3+%C4%AFvedimas-lt = admittedTerm-admn-sts
palmi%C5%B3+aliejus-lt = deprecatedTerm-admn-sts
panaikinantis+reglament%C4%85-lt = supersededTerm-admn-sts
paraudimas-lt = preferredTerm-admn-sts
pateikimas+rinkai-lt = preferredTerm-admn-sts
poveikis+nejautrinan%C4%8Dia+med%C5%BEiaga-lt = preferredTerm-admn-sts
pra%C5%A1ymas+i%C5%A1ai%C5%A1kinti+teismo+sprendim%C4%85-lt = supersededTerm-admn-sts
priemoka+u%C5%BE+ekstensyv%C5%B3j%C4%AF+gyvuli%C5%B3+auginim%C4%85-lt = admittedTerm-admn-sts
privalomasis+%C5%BEem%C4%97s+atid%C4%97jimas-lt = preferredTerm-admn-sts
prudencin%C4%97+taisykl%C4%97-lt = preferredTerm-admn-sts
r%C5%AB%C5%A1iniai+vynai%2C+pagaminti-lt = admittedTerm-admn-sts
reikalavimas+priteisti+bylin%C4%97jimosi+i%C5%A1laidas-lt = supersededTerm-admn-sts
rotacin%C4%97+kaupiamoji+ma%C5%A1ina-lt = admittedTerm-admn-sts
ry%C5%A1ys+i%C5%A1+ta%C5%A1ko+%C4%AF+ta%C5%A1k%C4%85-lt = deprecatedTerm-admn-sts
sp%C5%ABdinis+vakuumetras-lt = admittedTerm-admn-sts
t%C5%ABrinis+procentas-lt = preferredTerm-admn-sts
techninis+atid%C4%97jimas-lt = deprecatedTerm-admn-sts
teismo+i%C5%A1laidos-lt = supersededTerm-admn-sts
tranzito+parai%C5%A1ka-lt = admittedTerm-admn-sts
u%C5%BE+institucij%C5%B3+ry%C5%A1ius+ir+administravim%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
valomasis+priekinio+stiklo+laukas-lt = preferredTerm-admn-sts
vardinis+elektros+sistemos+da%C5%BEnis-lt = preferredTerm-admn-sts
veiksm%C5%B3+gair%C4%97s-lt = preferredTerm-admn-sts
vir%C5%A1utinis+%C5%A1ilumingumas-lt = preferredTerm-admn-sts
vyriausyb%C4%97s+obligacija-lt = preferredTerm-admn-sts
%C4%AFgytas+atsparumas+antimikrobin%C4%97ms+med%C5%BEiagoms-lt = preferredTerm-admn-sts
%C4%AFvairiagylis+tralas+su+k%C4%97tokl%C4%97mis-lt = preferredTerm-admn-sts
%C5%BEaidim%C5%B3+konsol%C4%97-lt = preferredTerm-admn-sts
Candida+mieliagrybiai-lt = admittedTerm-admn-sts
EPS-lt = supersededTerm-admn-sts
Europos+civilin%C4%97s+saugos+ir+humanitarin%C4%97s+pagalbos+operacij%C5%B3+GD-lt = preferredTerm-admn-sts
Europos+technologij%C5%B3+instituto+%28ETI%29+klausim%C5%B3+ad+hoc+darbo+grup%C4%97-lt = supersededTerm-admn-sts
IT+agent%C5%ABra-lt = supersededTerm-admn-sts
Vengrijos+forintas-lt = admittedTerm-admn-sts
areka-lt = deprecatedTerm-admn-sts
atliktas+atsitiktine+tvarka-lt = admittedTerm-admn-sts
atsivedimo+data-lt = preferredTerm-admn-sts
biotinas-lt = preferredTerm-admn-sts
did%C5%BEiausiasis+dr%C4%97gnis-lt = preferredTerm-admn-sts
dirbtin%C4%97s+plau%C4%8Di%C5%B3+ventiliacijos+aparatas-lt = preferredTerm-admn-sts
europinis+sprendimas-lt = supersededTerm-admn-sts
fenaminas-lt = admittedTerm-admn-sts
folikulus+skatinantis+hormonas-lt = admittedTerm-admn-sts
fotocheminis+virsmas-lt = preferredTerm-admn-sts
garsinis+dirgiklis-lt = admittedTerm-admn-sts
izomerizavimas-lt = admittedTerm-admn-sts
judriojo+ry%C5%A1io+televizija-lt = admittedTerm-admn-sts
jungiamasis+vamzdynas-lt = preferredTerm-admn-sts
kanal%C5%B3+lygmuo-lt = preferredTerm-admn-sts
kilm%C4%97s+statuso+%C4%AFgijimas-lt = deprecatedTerm-admn-sts
kontrolinis+%C4%AFtaisas-lt = deprecatedTerm-admn-sts
laikymas-lt = admittedTerm-admn-sts
laukini%C5%B3+gyv%C5%ABn%C5%B3+m%C4%97sa-lt = preferredTerm-admn-sts
legali+migracija-lt = admittedTerm-admn-sts
leistieji+asignavimai-lt = preferredTerm-admn-sts
liekamasis+cukrus-lt = preferredTerm-admn-sts
liz%C4%97s+buferinis+tirpalas-lt = preferredTerm-admn-sts
ma%C5%BEiausias+kiekis+procentais-lt = admittedTerm-admn-sts
marlinai-lt = preferredTerm-admn-sts
meksikinis+kedrenis-lt = preferredTerm-admn-sts
metilo+alkoholis-lt = admittedTerm-admn-sts
mokslinius+tyrimus+ir+%28arba%29+eksperimentin%C4%97s+pl%C4%97tros+darbus+kaip+tyr%C4%97jas+atlikti+atvyk%C4%99s+u%C5%BEsienietis-lt = admittedTerm-admn-sts
neapsaugotas+kreditorius-lt = preferredTerm-admn-sts
nepratr%C5%ABkusi+vezikul%C4%97-lt = admittedTerm-admn-sts
netirpios+liekanos-lt = preferredTerm-admn-sts
oro+ve%C5%BE%C4%97jo+ICAO+paskyrimo+kodas-lt = deprecatedTerm-admn-sts
pagrindin%C4%97s+pavaros+perdavimo+skai%C4%8Dius-lt = preferredTerm-admn-sts
paratuberkulioz%C4%97-lt = preferredTerm-admn-sts
pasienio+liga-lt = preferredTerm-admn-sts
pensij%C5%B3+modelio+dalyvis-lt = admittedTerm-admn-sts
prekyba+neu%C5%BEsakytomis+prek%C4%97mis+ar+paslaugomis-lt = preferredTerm-admn-sts
prie%C5%BEi%C5%ABros+monitoringas-lt = deprecatedTerm-admn-sts
priekinis+banglau%C5%BEis-lt = preferredTerm-admn-sts
r%C5%ABkomasis+popierius-lt = preferredTerm-admn-sts
radiologinis+pavojus-lt = admittedTerm-admn-sts
referencin%C4%97+kaina-lt = preferredTerm-admn-sts
sandari+patalpa-lt = admittedTerm-admn-sts
socialin%C4%97+%C4%AFtrauktis-lt = preferredTerm-admn-sts
susi%C5%BEinojimo+tarnyba-lt = deprecatedTerm-admn-sts
susietasis+atsparumas-lt = preferredTerm-admn-sts
toli+migruojan%C4%8Di%C5%B3+%C5%BEuv%C5%B3+r%C5%AB%C5%A1ys-lt = preferredTerm-admn-sts
tralas+su+elektros+srov%C4%97s+impulsais-lt = deprecatedTerm-admn-sts
tuberozin%C4%97+skleroz%C4%97-lt = preferredTerm-admn-sts
veiklos+prad%C5%BEios+pagalba-lt = preferredTerm-admn-sts
vienalaikis+ekstrahavimas-lt = preferredTerm-admn-sts
%C4%AF%C4%97jos+ta%C5%A1kas-lt = preferredTerm-admn-sts
%C4%AFg%C5%ABdis-lt = preferredTerm-admn-sts
%C4%AFmon%C4%97s+patikimum%C4%85+patvirtinantis+pa%C5%BEym%C4%97jimas-lt = preferredTerm-admn-sts
%C4%AFrengtoji+naudingoji+galia-lt = preferredTerm-admn-sts
%C4%AFstatymo+gali%C4%85+turin%C4%8Di%C5%B3+akt%C5%B3+leidybos+dokumentas-lt = supersededTerm-admn-sts
%C5%BEuv%C5%B3+suburiamasis+%C4%AFrenginys-lt = preferredTerm-admn-sts
2-asis+direktoratas+%28konkurencingumas%2C+Lisabonos+strategija%2C+pramon%C4%97%2C+moksliniai+tyrimai+%28ES+politika%2C+%C4%AFskaitant+jos+tarptautinius+aspektus%29%2C+informacin%C4%97+visuomen%C4%97+ir+elektroniniai+ry%C5%A1iai%29-lt = supersededTerm-admn-sts
ES+koordinavimo+biuras+Palestinos+policijai+remti-lt = supersededTerm-admn-sts
ESMA-lt = preferredTerm-admn-sts
Finansini%C5%B3+%C5%BEem%C4%97s+%C5%ABkio+klausim%C5%B3+darbo+grup%C4%97+%28%C5%BEem%C4%97s+%C5%ABkio+pinig%C5%B3+klausimai%29-lt = supersededTerm-admn-sts
Jungtini%C5%B3+Taut%C5%B3+Humanitarin%C4%97s+pagalbos+Afganistane+koordinavimo+biuras-lt = supersededTerm-admn-sts
Priva%C4%8Diojo+sektoriaus+administracijos+darbuotoj%C5%B3+pensij%C5%B3+fondas-lt = supersededTerm-admn-sts
TV+naujien%C5%B3+svetain%C4%97-lt = supersededTerm-admn-sts
alkoholio+koncentracija%2C+i%C5%A1reik%C5%A1ta+t%C5%ABrio+procentais-lt = admittedTerm-admn-sts
alternatyviosios+s%C4%85naudos-lt = preferredTerm-admn-sts
atbulin%C4%97s+eigos+pavara-lt = admittedTerm-admn-sts
b%C4%97giojantieji+pauk%C5%A1%C4%8Diai-lt = admittedTerm-admn-sts
brangusis+metalas-lt = admittedTerm-admn-sts
citostatin%C4%97+pasekm%C4%97-lt = admittedTerm-admn-sts
dehidratuotos+vaisi%C5%B3+sultys-lt = preferredTerm-admn-sts
duobut%C4%97-lt = preferredTerm-admn-sts
dviguba+giminyst%C4%97-lt = admittedTerm-admn-sts
dvigubas+neapmokestinimas-lt = admittedTerm-admn-sts
ekonomin%C4%97+reforma-lt = admittedTerm-admn-sts
frakcijos+biuras-lt = preferredTerm-admn-sts
gyvenamoji+valstyb%C4%97+nar%C4%97-lt = preferredTerm-admn-sts
infekcin%C4%97+arklini%C5%B3+ma%C5%BEakraujyst%C4%97-lt = deprecatedTerm-admn-sts
instaliuotoji+naudingoji+galia-lt = admittedTerm-admn-sts
kukur%C5%ABz%C5%B3+gemal%C5%B3+aliejus-lt = admittedTerm-admn-sts
l%C4%85steli%C5%B3+seka-lt = admittedTerm-admn-sts
med%C5%BEi%C5%B3+veisimas-lt = deprecatedTerm-admn-sts
neprofesionalusis+investuotojas-lt = preferredTerm-admn-sts
nesmulkintas+cukrus-lt = preferredTerm-admn-sts
neu%C5%BEsakyt%C5%B3+preki%C5%B3+ar+paslaug%C5%B3+pardavin%C4%97jimas-lt = deprecatedTerm-admn-sts
operatyvus+bendradarbiavimas-lt = deprecatedTerm-admn-sts
pagrindin%C4%97+patronuojan%C4%8Dioji+%C4%AFmon%C4%97-lt = preferredTerm-admn-sts
pakrant%C4%97s+krabas-lt = supersededTerm-admn-sts
paramos+schemos-lt = deprecatedTerm-admn-sts
pirolizidino+alkaloidas-lt = preferredTerm-admn-sts
pla%C4%8Diapadis+gele%C5%BEinkelio+b%C4%97gis-lt = preferredTerm-admn-sts
pramon%C4%97s+gaminys-lt = preferredTerm-admn-sts
principas+FIFO-lt = preferredTerm-admn-sts
profesin%C4%97s+%28u%C5%BEsienio%29+kalbos+mokymasis-lt = preferredTerm-admn-sts
rizikos+ribojimo+taisykl%C4%97-lt = admittedTerm-admn-sts
sizalin%C4%97+agava-lt = preferredTerm-admn-sts
suvestinis+i%C5%A1or%C4%97s+%C4%AFskaitom%C5%B3j%C5%B3+main%C5%B3+planas-lt = preferredTerm-admn-sts
sveikatos+prie%C5%BEi%C5%ABros+priemon%C4%97mis+i%C5%A1vengiamas+mirtingumas-lt = preferredTerm-admn-sts
taurusis+metalas-lt = preferredTerm-admn-sts
teis%C4%97j%C5%B3+kolegija-lt = supersededTerm-admn-sts
titruojamasis+r%C5%ABg%C5%A1tingumas-lt = admittedTerm-admn-sts
u%C5%BEkre%C4%8Diamoji+agalaktija-lt = admittedTerm-admn-sts
vairuotojo+kabina-lt = preferredTerm-admn-sts
vystomasis+bendradarbiavimas-lt = preferredTerm-admn-sts
%C4%AFmot%C4%97-lt = admittedTerm-admn-sts
%C5%A1eimos+branduolys-lt = deprecatedTerm-admn-sts
Afrikos+Ky%C5%A1ulys-lt = supersededTerm-admn-sts
ES+ekstremali%C5%B3j%C5%B3+situacij%C5%B3+ir+krizi%C5%B3+koordinavimo+mechanizmas-lt = supersededTerm-admn-sts
ES-OPENSCREEN-lt = deprecatedTerm-admn-sts
Europos+ekonomin%C4%97s+bendrijos+steigimo+sutartis-lt = supersededTerm-admn-sts
Europos+kalb%C5%B3+aplankas-lt = preferredTerm-admn-sts
Europos+policijos+koled%C5%BEas-lt = supersededTerm-admn-sts
Europos+sien%C5%B3+prie%C5%BEi%C5%ABros+sistema-lt = deprecatedTerm-admn-sts
Konsultacinio+darbo+koordinavimo%2C+nuomoni%C5%B3+poveikio+steb%C4%97senos%2C+strukt%C5%ABruoto+dialogo+ir+konsultacij%C5%B3+su+suinteresuotaisiais+subjektais+skyrius-lt = supersededTerm-admn-sts
Mokymosi+ir+profesinio+tobul%C4%97jimo+skyrius-lt = supersededTerm-admn-sts
Prekybos+politikos+komitetas+%28ekspertai+%28plieno%2C+tekstil%C4%97s+ir+kiti+pramon%C4%97s+sektoriai%2C+paslaugos+ir+investicijos%2C+abipusis+pripa%C5%BEinimas%29%29-lt = supersededTerm-admn-sts
Protokolo+ir+konferencij%C5%B3+direktoratas-lt = supersededTerm-admn-sts
Tarybos+reglamentas+%28EB%29+Nr.+2725%2F2000+d%C4%97l+%E2%80%9EEurodac%E2%80%9C+sistemos+suk%C5%ABrimo+pir%C5%A1t%C5%B3+atspaudams+lyginti+siekiant+veiksmingiau+taikyti+Dublino+konvencij%C4%85-lt = supersededTerm-admn-sts
abrikosas-lt = deprecatedTerm-admn-sts
automatini%C5%B3+finansini%C5%B3+s%C4%85skait%C5%B3+informacijos+mokes%C4%8Di%C5%B3+klausimais+main%C5%B3+standartas-lt = preferredTerm-admn-sts
b%C5%ABsima+veikla-lt = deprecatedTerm-admn-sts
civilin%C4%97s+b%C5%ABkl%C4%97s+dokumentas-lt = preferredTerm-admn-sts
daugiavalent%C4%97+vakcina-lt = preferredTerm-admn-sts
degtin%C4%97-lt = preferredTerm-admn-sts
derybos-lt = preferredTerm-admn-sts
did%C5%BEiausias+tausi%C4%85+%C5%BEvejyb%C4%85+u%C5%BEtikrinantis+su%C5%BEvejot%C5%B3+%C5%BEuv%C5%B3+kiekis-lt = deprecatedTerm-admn-sts
dideli%C5%B3+avarij%C5%B3+pavojus-lt = preferredTerm-admn-sts
enterito+sukeltas+artritas-lt = deprecatedTerm-admn-sts
fundamentiniai+tyrimai-lt = preferredTerm-admn-sts
grynasis+svoris-lt = preferredTerm-admn-sts
gyventoj%C5%B3+tankis-lt = preferredTerm-admn-sts
i%C5%A1sijos-lt = deprecatedTerm-admn-sts
investicinis+draudimo+produktas-lt = preferredTerm-admn-sts
katalizinis+keitiklis-lt = preferredTerm-admn-sts
kelion%C4%97s+vadovas-lt = preferredTerm-admn-sts
ki%C5%A1ju+rie%C5%A1utas-lt = deprecatedTerm-admn-sts
kitos+paros+rinkos+u%C5%BEdarymas-lt = deprecatedTerm-admn-sts
konkretus+regionas-lt = preferredTerm-admn-sts
laminarinis+srautmatis-lt = preferredTerm-admn-sts
lengvas+biologinis+skaidomumas-lt = admittedTerm-admn-sts
lygtinai+nuteist%C5%B3j%C5%B3+asmen%C5%B3+nam%C5%B3+pri%C5%BEi%C5%ABr%C4%97tojas-lt = supersededTerm-admn-sts
ma%C5%BEasis+j%C5%ABr%C5%B3+dramblys-lt = supersededTerm-admn-sts
metin%C4%97+finansin%C4%97+atskaitomyb%C4%97-lt = deprecatedTerm-admn-sts
naujas+maisto+komponentas-lt = supersededTerm-admn-sts
nuluk%C5%A1tenti+ry%C5%BEiai-lt = deprecatedTerm-admn-sts
oficial%C5%ABs+patikrinimai-lt = admittedTerm-admn-sts
organoleptin%C4%97s+savyb%C4%97s-lt = admittedTerm-admn-sts
padauginta+DNR-lt = admittedTerm-admn-sts
pagalba+ankstyvo+i%C5%A1%C4%97jimo+%C4%AF+pensij%C4%85+atveju-lt = supersededTerm-admn-sts
pavyzdinis+mokslini%C5%B3+tyrim%C5%B3+centras-lt = preferredTerm-admn-sts
piktnaud%C5%BEiavimas+tarnyba-lt = preferredTerm-admn-sts
pusin%C4%97-lt = admittedTerm-admn-sts
randomizuotas-lt = preferredTerm-admn-sts
rekapitalizavimas-lt = preferredTerm-admn-sts
rinkodaros+leidimas-lt = preferredTerm-admn-sts
sausasis+nenugriebtas+pienas-lt = deprecatedTerm-admn-sts
spalvos+perteikimas-lt = admittedTerm-admn-sts
sprogmen%C5%B3+pirmtakas-lt = deprecatedTerm-admn-sts
sterkulijos+sakai-lt = preferredTerm-admn-sts
tapatyb%C4%97s+nustatymas-lt = preferredTerm-admn-sts
terapinis+poveikis-lt = admittedTerm-admn-sts
tirpalas+su+ter%C5%A1alais-lt = deprecatedTerm-admn-sts
trumpa%C4%8Diuopiklis+kalmaras-lt = supersededTerm-admn-sts
turbininis+srautmatis-lt = preferredTerm-admn-sts
ununkvadis-lt = supersededTerm-admn-sts
variklio+valdymas-lt = preferredTerm-admn-sts
veislini%C5%B3+arkli%C5%B3+kilm%C4%97s+knyga-lt = preferredTerm-admn-sts
visi%C5%A1kai+nuluk%C5%A1tenti+ry%C5%BEiai-lt = admittedTerm-admn-sts
vynuogi%C5%B3+derliaus+metai-lt = preferredTerm-admn-sts
%C4%AF+rezultatus+orientuotas+steb%C4%97jimas-lt = deprecatedTerm-admn-sts
%C4%AFgertis-lt = preferredTerm-admn-sts
%C4%AFmon%C4%97s+kortel%C4%97-lt = preferredTerm-admn-sts
%C5%A1iluma+apdorotas+pienas-lt = admittedTerm-admn-sts
4%2C4%27-bifenilendiaminas-lt = admittedTerm-admn-sts
Bendrijos+etalonin%C4%97+laboratorija-lt = supersededTerm-admn-sts
Bendrijos+prek%C4%97s-lt = supersededTerm-admn-sts
Bendrovi%C5%B3+teis%C4%97s+darbo+grup%C4%97+%28Apskaita%29-lt = supersededTerm-admn-sts
CK-lt = admittedTerm-admn-sts
EMPA-lt = supersededTerm-admn-sts
Energetikos+ir+transporto+generalinis+direktoratas-lt = supersededTerm-admn-sts
Europos+informavimo+apie+potvynius+sistema-lt = deprecatedTerm-admn-sts
Europos+konvencija+d%C4%97l+%C5%ABkin%C4%97s+paskirties+gyv%C5%ABn%C5%B3+apsaugos-lt = preferredTerm-admn-sts
Europos+preki%C5%B3+klastojimo+ir+piratavimo+steb%C4%97senos+centras-lt = supersededTerm-admn-sts
Somalio+Respublika-lt = supersededTerm-admn-sts
Somalio+pusiasalis-lt = preferredTerm-admn-sts
Sveikatos+ir+saugos+skyrius-lt = supersededTerm-admn-sts
ankstyvasis+u%C5%BEsienio+kalbos+mokymasis-lt = preferredTerm-admn-sts
apskaita+kaupiamuoju+pagrindu-lt = deprecatedTerm-admn-sts
apskaitinio+%C4%AFver%C4%8Dio+rezultatas-lt = preferredTerm-admn-sts
auk%C5%A1tos+kokyb%C4%97s+grynas+alyvuogi%C5%B3+aliejus-lt = preferredTerm-admn-sts
aukciono+organizavimas-lt = admittedTerm-admn-sts
bedarbio+pa%C5%A1alpa-lt = preferredTerm-admn-sts
darbuotoj%C5%B3+migrant%C5%B3+socialin%C4%97+apsauga-lt = preferredTerm-admn-sts
demografin%C4%97+situacija-lt = admittedTerm-admn-sts
elektrin%C4%97+var%C5%BEa-lt = preferredTerm-admn-sts
greit%C5%B3+informacijos+main%C5%B3+sistema-lt = admittedTerm-admn-sts
gyv%C5%ABn%C5%B3+gerov%C4%97s+standartai-lt = preferredTerm-admn-sts
hospitalizavimo+trukm%C4%97-lt = admittedTerm-admn-sts
islandin%C4%97+kerpena-lt = preferredTerm-admn-sts
j%C5%ABriniai+laivybos+keliai-lt = deprecatedTerm-admn-sts
latentin%C4%97+faz%C4%97-lt = admittedTerm-admn-sts
minimalieji+kokyb%C4%97s+reikalavimai-lt = preferredTerm-admn-sts
mitozinis+krosingoveris-lt = admittedTerm-admn-sts
naudojamas+%C5%BEem%C4%97s+%C5%ABkio+paskirties+plotas-lt = admittedTerm-admn-sts
oficialieji+patikrinimai-lt = preferredTerm-admn-sts
pa%C5%A1ar%C5%B3+%C5%ABkio+subjektas-lt = preferredTerm-admn-sts
pakartotinis+dozi%C5%B3+skyrimas-lt = preferredTerm-admn-sts
paliatyvin%C4%97+slauga-lt = supersededTerm-admn-sts
parduotas+pasirinkimo+sandoris-lt = preferredTerm-admn-sts
perinti+skirtas+kiau%C5%A1inis-lt = admittedTerm-admn-sts
pirmumas-lt = admittedTerm-admn-sts
pra%C5%A1ymo+suteikti+prieglobst%C4%AF+pateikimas-lt = admittedTerm-admn-sts
s%C4%97kla-lt = admittedTerm-admn-sts
specialioji+programa+%E2%80%9EPaj%C4%97gumai%E2%80%9C-lt = preferredTerm-admn-sts
sutartin%C4%97+atsakomyb%C4%97-lt = preferredTerm-admn-sts
tarpusavio+pagalba-lt = admittedTerm-admn-sts
tiesiogin%C4%97+visuotin%C4%97+rinkim%C5%B3+teis%C4%97-lt = preferredTerm-admn-sts
u%C5%BE+tarptautin%C4%AF+bendradarbiavim%C4%85%2C+humanitarin%C4%99+pagalb%C4%85+ir+krizi%C5%B3+valdym%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
ve%C5%BE%C4%97jo+%C4%AFpareigojimas-lt = admittedTerm-admn-sts
vidinio+komercinio+sandorio+tvarka-lt = deprecatedTerm-admn-sts
vienadienis+pauk%C5%A1%C4%8Diukas-lt = preferredTerm-admn-sts
1-asis+direktoratas+%28bendri+politiniai+klausimai%29-lt = supersededTerm-admn-sts
Bendrijos+%C5%A1iltnamio+efekt%C4%85+sukelian%C4%8Di%C5%B3+duj%C5%B3+inventorius-lt = supersededTerm-admn-sts
Energij%C4%85+vartojan%C4%8Di%C5%B3+gamini%C5%B3+ekologinio+projektavimo+ir+energijos+%C5%BEenklinimo+komitetas-lt = supersededTerm-admn-sts
Europos+k%C5%ABrybi%C5%A1kumo+ir+naujovi%C5%B3+metai+skatinant+%C5%A1vietim%C4%85+ir+kult%C5%ABr%C4%85-lt = deprecatedTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28baigtiniai+mok%C4%97jimai+%2F+finansiniai+%C4%AFkaitai%29-lt = supersededTerm-admn-sts
Humanitarin%C4%97s+pagalbos+generalinis+direktoratas-lt = supersededTerm-admn-sts
Magelano+%C5%A1ukut%C4%97-lt = supersededTerm-admn-sts
